Nfur_Accession	Nfur_Description	Nfur_Symbol	Mmu_Symbol
XP_015797267.1	isoleucine--tRNA ligase, mitochondrial isoform X1	iars2	Iars2
XP_015797268.1	putative methyltransferase NSUN7	LOC107373614	Nsun7
XP_015797269.1	isoleucine--tRNA ligase, mitochondrial isoform X2	iars2	Iars2
XP_015797270.1	potassium channel subfamily K member 5	kcnk5	Kcnk5
XP_015797271.1	cytochrome b-c1 complex subunit 9	LOC107373648	Uqcr10
XP_015797272.1	bleomycin hydrolase	blmh	Blmh
XP_015797273.1	TBC1 domain family member 12-like	LOC107373653	Tbc1d12
XP_015797274.1	solute carrier family 22 member 15 isoform X1	slc22a15	Slc22a15
XP_015797275.1	solute carrier family 22 member 15 isoform X2	slc22a15	Slc22a15
XP_015797276.1	lysine-specific demethylase PHF2	phf2	Phf2
XP_015797277.1	nuclear body protein SP140-like	LOC107373659	Sp140
XP_015797277.1	nuclear body protein SP140-like	LOC107373659	Aire
XP_015797277.1	nuclear body protein SP140-like	LOC107373659	Sp100
XP_015797279.1	proline dehydrogenase 1, mitochondrial-like	LOC107373658	Prodh
XP_015797281.1	polymerase I and transcript release factor-like	LOC107373662	Cavin1
XP_015797284.1	mitogen-activated protein kinase kinase kinase 4 isoform X2	map3k4	Map3k4
XP_015797285.1	mitogen-activated protein kinase kinase kinase 4 isoform X3	map3k4	Map3k4
XP_015797287.1	carboxypeptidase A1	cpa1	Cpa5
XP_015797287.1	carboxypeptidase A1	cpa1	Cpa1
XP_015797287.1	carboxypeptidase A1	cpa1	Cpa4
XP_015797287.1	carboxypeptidase A1	cpa1	Cpa2
XP_015797298.1	serine/arginine-rich splicing factor 9-like isoform X1	LOC107373667	Srsf9
XP_015797300.1	acylamino-acid-releasing enzyme-like	LOC107373674	Apeh
XP_015797301.1	F-actin-capping protein subunit alpha-1-like	LOC107373675	4933400A11Rik
XP_015797303.1	myocyte-specific enhancer factor 2A-like	LOC107373677	Mef2c
XP_015797304.1	serine/arginine-rich splicing factor 9-like isoform X2	LOC107373667	Srsf9
XP_015797305.1	clarin-2	clrn2	Clrn2
XP_015797306.1	kelch-like protein 2	klhl2	Klhl2
XP_015797307.1	cytosol aminopeptidase	lap3	Lap3
XP_015797308.1	mediator of RNA polymerase II transcription subunit 28	med28	Med28
XP_015797313.1	small G protein signaling modulator 1-like	LOC107373685	Sgsm1
XP_015797322.1	ninein-like protein isoform X3	LOC107373694	Nin
XP_015797323.1	ninein-like protein isoform X4	LOC107373694	Ninl
XP_015797324.1	DNA replication complex GINS protein PSF1 isoform X1	gins1	Gins1
XP_015797328.1	ras GTPase-activating protein nGAP isoform X1	rasal2	Rasal2
XP_015797329.1	ras GTPase-activating protein nGAP isoform X2	rasal2	Rasal2
XP_015797331.1	protein SMG7 isoform X2	smg7	Smg7
XP_015797333.1	protein SMG7 isoform X4	smg7	Smg7
XP_015797334.1	ARF GTPase-activating protein GIT2-like isoform X2	LOC107373695	Git2
XP_015797338.1	fibroblast growth factor-binding protein 2-like	LOC107373707	Fgfbp1
XP_015797338.1	fibroblast growth factor-binding protein 2-like	LOC107373707	Fgfbp3
XP_015797343.1	signal peptide peptidase-like 2A	LOC107373711	Sppl2a
XP_015797346.1	epithelial membrane protein 2 isoform X2	emp2	Emp2
XP_015797349.1	3-hydroxyisobutyryl-CoA hydrolase, mitochondrial isoform X1	hibch	Hibch
XP_015797351.1	ARF GTPase-activating protein GIT2-like isoform X5	LOC107373695	Git2
XP_015797352.1	lanosterol synthase	lss	Lss
XP_015797354.1	small membrane A-kinase anchor protein	LOC107373715	1700019D03Rik
XP_015797356.1	transcription factor A, mitochondrial	tfam	Tfam
XP_015797359.1	vacuolar protein sorting-associated protein 35	vps35	Vps35
XP_015797361.1	regulator of G-protein signaling 21-like	LOC107373723	Rgs18
XP_015797370.1	tight junction-associated protein 1	tjap1	Tjap1
XP_015797373.1	apoptotic protease-activating factor 1-like	LOC107373731	Apaf1
XP_015797374.1	protein fem-1 homolog B	fem1b	Fem1b
XP_015797376.1	zinc finger CCCH domain-containing protein 11A-like	LOC107373735	Zc3h11a
XP_015797376.1	zinc finger CCCH domain-containing protein 11A-like	LOC107373735	1700017N19Rik
XP_015797380.1	receptor-interacting serine/threonine-protein kinase 3-like	LOC107373738	Ripk3
XP_015797383.1	otopetrin-2-like	LOC107373741	Otop3
XP_015797383.1	otopetrin-2-like	LOC107373741	Otop2
XP_015797388.1	protein Wnt-8a-like	LOC107373747	Wnt8a
XP_015797390.1	synaptonemal complex central element protein 3	syce3	Syce3
XP_015797391.1	uncharacterized protein C5orf42 homolog isoform X2	csgr02h5orf42	Cplane1
XP_015797392.1	forkhead box protein I1-ema-like	LOC107373750	Foxi1
XP_015797393.1	uncharacterized protein LOC107373751 isoform X1	LOC107373751	Prr14
XP_015797395.1	CD2 antigen cytoplasmic tail-binding protein 2	cd2bp2	Cd2bp2
XP_015797398.1	homeobox protein Hox-A10b-like	LOC107373759	Hoxa10
XP_015797403.1	3-hydroxyisobutyrate dehydrogenase, mitochondrial-like	LOC107373763	Hibadh
XP_015797404.1	PDZ domain-containing protein 2-like	LOC107373765	Pdzd2
XP_015797405.1	bromodomain-containing protein 9-like isoform X1	LOC107373766	Brd9
XP_015797407.1	pachytene checkpoint protein 2 homolog	LOC107373768	Trip13
XP_015797408.1	glial cell line-derived neurotrophic factor isoform X1	gdnf	Gdnf
XP_015797415.1	delta-type opioid receptor-like	LOC107373781	Oprd1
XP_015797416.1	MAP/microtubule affinity-regulating kinase 4-like	LOC107373782	1810024B03Rik
XP_015797419.1	PWWP domain-containing protein 2A	pwwp2a	Pwwp2a
XP_015797422.1	solute carrier family 22 member 6-like isoform X1	LOC107373788	Slc22a27
XP_015797423.1	solute carrier family 22 member 6-like isoform X2	LOC107373788	Slc22a29
XP_015797427.1	WAP four-disulfide core domain protein 3-like isoform X1	LOC107373794	Wfdc3
XP_015797429.1	whey acidic protein-like	LOC107373797	Slpi
XP_015797429.1	whey acidic protein-like	LOC107373797	Wfdc15a
XP_015797431.1	PDZ and LIM domain protein 5-like	LOC107373795	Pdlim5
XP_015797433.1	fibroblast growth factor 3	fgf3	Fgf3
XP_015797436.1	fas-binding factor 1 isoform X1	fbf1	Fbf1
XP_015797438.1	netrin receptor UNC5C-like isoform X1	LOC107373803	Unc5c
XP_015797440.1	sia-alpha-2,3-Gal-beta-1,4-GlcNAc-R:alpha 2,8-sialyltransferase-like	LOC107373807	St8sia3
XP_015797443.1	netrin receptor UNC5C-like isoform X2	LOC107373803	Unc5c
XP_015797444.1	M-phase inducer phosphatase 1-like	LOC107373814	Cdc25a
XP_015797444.1	M-phase inducer phosphatase 1-like	LOC107373814	Cdc25b
XP_015797444.1	M-phase inducer phosphatase 1-like	LOC107373814	Cdc25c
XP_015797445.1	D(2)-like dopamine receptor	LOC107373816	Drd2
XP_015797457.1	growth factor receptor-bound protein 2-B-like	LOC107373826	Grap2
XP_015797458.1	heparan sulfate 2-O-sulfotransferase 1-like	LOC107373827	Hs2st1
XP_015797462.1	gamma-aminobutyric acid receptor subunit gamma-3-like	LOC107373833	Gabrg3
XP_015797463.1	manganese-dependent ADP-ribose/CDP-alcohol diphosphatase-like	LOC107373834	Adprm
XP_015797465.1	frizzled-1-like	LOC107373836	Fzd1
XP_015797466.1	40S ribosomal protein S4	LOC107373838	Rps4x
XP_015797468.1	COP9 signalosome complex subunit 8 isoform X1	cops8	Cops8
XP_015797469.1	COP9 signalosome complex subunit 8 isoform X2	cops8	Cops8
XP_015797471.1	probable flap endonuclease 1 homolog	LOC107373845	Gen1
XP_015797474.1	nudC domain-containing protein 1-like	LOC107373847	Nudcd1
XP_015797475.1	beta-1,4-galactosyltransferase 3-like	LOC107373848	B4galt3
XP_015797476.1	biglycan	bgn	Bgn
XP_015797477.1	V-type proton ATPase subunit S1-like	LOC107373850	Atp6ap1l
XP_015797478.1	DNA-directed RNA polymerase I subunit RPA1	polr1a	Polr1a
XP_015797479.1	unconventional myosin-VIIa-like	LOC107373852	Myo7a
XP_015797483.1	zinc finger protein GLIS3	glis3	Glis3
XP_015797489.1	hematopoietically-expressed homeobox protein hhex-like	LOC107373864	Hhex
XP_015797490.1	clathrin heavy chain linker domain-containing protein 1	clhc1	Clhc1
XP_015797491.1	ubiquitin-40S ribosomal protein S27a	rps27a	Rps27a
XP_015797497.1	asialoglycoprotein receptor 1-like	LOC107373870	Clec10a
XP_015797497.1	asialoglycoprotein receptor 1-like	LOC107373870	Clec2i
XP_015797497.1	asialoglycoprotein receptor 1-like	LOC107373870	Mgl2
XP_015797497.1	asialoglycoprotein receptor 1-like	LOC107373870	Asgr1
XP_015797498.1	transcription factor RFX3 isoform X1	rfx3	Rfx3
XP_015797499.1	ly6/PLAUR domain-containing protein 1-like	LOC107373874	Lypd1
XP_015797504.1	transcription factor RFX3 isoform X2	rfx3	Rfx3
XP_015797509.1	neuromodulin-like	LOC107373882	Gap43
XP_015797510.1	transmembrane protein 94	tmem94	Tmem94
XP_015797512.1	eukaryotic translation initiation factor 2-alpha kinase 3	eif2ak3	Eif2ak3
XP_015797513.1	ribose-5-phosphate isomerase	rpia	Rpia
XP_015797518.1	polymeric immunoglobulin receptor-like	LOC107373890	Pigr
XP_015797518.1	polymeric immunoglobulin receptor-like	LOC107373890	Cd300lg
XP_015797518.1	polymeric immunoglobulin receptor-like	LOC107373890	9830107B12Rik
XP_015797520.1	tektin-4	tekt4	Tekt4
XP_015797521.1	heat shock 70 kDa protein 1	LOC107373895	Hspa1l
XP_015797521.1	heat shock 70 kDa protein 1	LOC107373895	Hspa1a
XP_015797521.1	heat shock 70 kDa protein 1	LOC107373895	Hspa1b
XP_015797523.1	trypsin-1-like	LOC107373897	Tpsb2
XP_015797523.1	trypsin-1-like	LOC107373897	Prss40
XP_015797525.1	serine/threonine-protein phosphatase with EF-hands 2-like	LOC107373899	Ppef1
XP_015797526.1	chondroitin sulfate N-acetylgalactosaminyltransferase 1	csgalnact1	Csgalnact1
XP_015797529.1	mothers against decapentaplegic homolog 4-like	LOC107373891	Smad4
XP_015797530.1	rap1 GTPase-activating protein 1-like isoform X3	LOC107373901	Rap1gap2
XP_015797530.1	rap1 GTPase-activating protein 1-like isoform X3	LOC107373901	Rap1gap
XP_015797534.1	rap1 GTPase-activating protein 1-like isoform X6	LOC107373901	Rap1gap
XP_015797538.1	rap1 GTPase-activating protein 1-like isoform X8	LOC107373901	Rap1gap
XP_015797539.1	receptor-type tyrosine-protein phosphatase mu-like	LOC107373902	Ptprm
XP_015797540.1	receptor-type tyrosine-protein phosphatase mu-like	LOC107373906	Ptprm
XP_015797543.1	kynurenine 3-monooxygenase-like	LOC107373907	Kmo
XP_015797547.1	E3 SUMO-protein ligase EGR2	egr2	Egr2
XP_015797553.1	signal transducer and activator of transcription 1-alpha/beta-like	LOC107373919	Stat1
XP_015797554.1	zinc finger protein 85-like	LOC107373921	Gm49345
XP_015797554.1	zinc finger protein 85-like	LOC107373921	Zfp58
XP_015797554.1	zinc finger protein 85-like	LOC107373921	Zfp54
XP_015797554.1	zinc finger protein 85-like	LOC107373921	Zfp65
XP_015797554.1	zinc finger protein 85-like	LOC107373921	Zfp729b
XP_015797554.1	zinc finger protein 85-like	LOC107373921	Zfp738
XP_015797559.1	polymeric immunoglobulin receptor-like	LOC107373928	B430306N03Rik
XP_015797559.1	polymeric immunoglobulin receptor-like	LOC107373928	Cd300ld
XP_015797559.1	polymeric immunoglobulin receptor-like	LOC107373928	9830107B12Rik
XP_015797559.1	polymeric immunoglobulin receptor-like	LOC107373928	A530064D06Rik
XP_015797563.1	protein tyrosine phosphatase domain-containing protein 1-like	LOC107373934	Ptpdc1
XP_015797566.1	coiled-coil domain-containing protein 158-like isoform X1	LOC107373936	Ccdc158
XP_015797567.1	coiled-coil domain-containing protein 158-like isoform X2	LOC107373936	Ccdc158
XP_015797570.1	gastrula zinc finger protein XlCGF71.1-like	LOC107373939	Gm3055
XP_015797570.1	gastrula zinc finger protein XlCGF71.1-like	LOC107373939	Zfp58
XP_015797570.1	gastrula zinc finger protein XlCGF71.1-like	LOC107373939	Zfp268
XP_015797570.1	gastrula zinc finger protein XlCGF71.1-like	LOC107373939	Zfp433
XP_015797570.1	gastrula zinc finger protein XlCGF71.1-like	LOC107373939	Gm21411
XP_015797570.1	gastrula zinc finger protein XlCGF71.1-like	LOC107373939	Zfp663
XP_015797570.1	gastrula zinc finger protein XlCGF71.1-like	LOC107373939	Zfp329
XP_015797570.1	gastrula zinc finger protein XlCGF71.1-like	LOC107373939	Zfp629
XP_015797570.1	gastrula zinc finger protein XlCGF71.1-like	LOC107373939	Gm14393
XP_015797570.1	gastrula zinc finger protein XlCGF71.1-like	LOC107373939	Zfp788
XP_015797570.1	gastrula zinc finger protein XlCGF71.1-like	LOC107373939	Zfp853
XP_015797575.1	protein Lines homolog 1-like	LOC107373945	Lins1
XP_015797577.1	regulator of chromosome condensation	rcc1	Rcc1
XP_015797579.1	uncharacterized protein LOC107373950	LOC107373950	Pnma3
XP_015797579.1	uncharacterized protein LOC107373950	LOC107373950	Moap1
XP_015797579.1	uncharacterized protein LOC107373950	LOC107373950	Zcchc18
XP_015797579.1	uncharacterized protein LOC107373950	LOC107373950	Pnma1
XP_015797585.1	nuclear pore complex protein Nup155	nup155	Nup155
XP_015797586.1	NACHT, LRR and PYD domains-containing protein 12-like isoform X1	LOC107373957	Nlrp4f
XP_015797588.1	dihydrofolate reductase-like	LOC107373958	Dhfr
XP_015797591.1	KRR1 small subunit processome component homolog	LOC107373964	Krr1
XP_015797594.1	LOW QUALITY PROTEIN: zinc finger protein 595-like	LOC107373968	Gm14139
XP_015797594.1	LOW QUALITY PROTEIN: zinc finger protein 595-like	LOC107373968	Zfp273
XP_015797594.1	LOW QUALITY PROTEIN: zinc finger protein 595-like	LOC107373968	Zfp72
XP_015797594.1	LOW QUALITY PROTEIN: zinc finger protein 595-like	LOC107373968	2610021A01Rik
XP_015797594.1	LOW QUALITY PROTEIN: zinc finger protein 595-like	LOC107373968	Zfp719
XP_015797594.1	LOW QUALITY PROTEIN: zinc finger protein 595-like	LOC107373968	Zfp551
XP_015797594.1	LOW QUALITY PROTEIN: zinc finger protein 595-like	LOC107373968	Zfp354a
XP_015797594.1	LOW QUALITY PROTEIN: zinc finger protein 595-like	LOC107373968	Zfp87
XP_015797594.1	LOW QUALITY PROTEIN: zinc finger protein 595-like	LOC107373968	Zfp866
XP_015797594.1	LOW QUALITY PROTEIN: zinc finger protein 595-like	LOC107373968	Zfp267
XP_015797594.1	LOW QUALITY PROTEIN: zinc finger protein 595-like	LOC107373968	Zfp39
XP_015797594.1	LOW QUALITY PROTEIN: zinc finger protein 595-like	LOC107373968	Zfp85
XP_015797594.1	LOW QUALITY PROTEIN: zinc finger protein 595-like	LOC107373968	Zfp317
XP_015797594.1	LOW QUALITY PROTEIN: zinc finger protein 595-like	LOC107373968	Zfp275
XP_015797594.1	LOW QUALITY PROTEIN: zinc finger protein 595-like	LOC107373968	Zfp90
XP_015797594.1	LOW QUALITY PROTEIN: zinc finger protein 595-like	LOC107373968	Zfp235
XP_015797594.1	LOW QUALITY PROTEIN: zinc finger protein 595-like	LOC107373968	Zfp949
XP_015797594.1	LOW QUALITY PROTEIN: zinc finger protein 595-like	LOC107373968	Zfp871
XP_015797594.1	LOW QUALITY PROTEIN: zinc finger protein 595-like	LOC107373968	Zfp617
XP_015797594.1	LOW QUALITY PROTEIN: zinc finger protein 595-like	LOC107373968	Zfp109
XP_015797594.1	LOW QUALITY PROTEIN: zinc finger protein 595-like	LOC107373968	Gm12258
XP_015797594.1	LOW QUALITY PROTEIN: zinc finger protein 595-like	LOC107373968	Zfp952
XP_015797594.1	LOW QUALITY PROTEIN: zinc finger protein 595-like	LOC107373968	Zfp870
XP_015797600.1	gastrula zinc finger protein XlCGF71.1-like	LOC107373972	Zfp936
XP_015797600.1	gastrula zinc finger protein XlCGF71.1-like	LOC107373972	Zkscan17
XP_015797600.1	gastrula zinc finger protein XlCGF71.1-like	LOC107373972	Zscan29
XP_015797600.1	gastrula zinc finger protein XlCGF71.1-like	LOC107373972	Zfp282
XP_015797600.1	gastrula zinc finger protein XlCGF71.1-like	LOC107373972	Zfp626
XP_015797603.1	transmembrane channel-like protein 3	LOC107373975	Tmc3
XP_015797604.1	inhibin beta A chain-like	LOC107373976	Inhba
XP_015797610.1	uncharacterized protein KIAA2026 homolog isoform X1	kiaa2026	9930021J03Rik
XP_015797613.1	Fanconi anemia group D2 protein-like isoform X2	LOC107373986	Fancd2
XP_015797614.1	uncharacterized protein LOC107373987	LOC107373987	Zxdc
XP_015797614.1	uncharacterized protein LOC107373987	LOC107373987	Zxdb
XP_015797618.1	DDB1- and CUL4-associated factor 15	dcaf15	Dcaf15
XP_015797619.1	uncharacterized protein KIAA2026 homolog isoform X2	kiaa2026	9930021J03Rik
XP_015797620.1	far upstream element-binding protein 2	khsrp	Khsrp
XP_015797627.1	atrial natriuretic peptide-converting enzyme isoform X1	corin	Corin
XP_015797627.1	atrial natriuretic peptide-converting enzyme isoform X1	corin	Tmprss2
XP_015797631.1	mitochondrial sodium/hydrogen exchanger 9B2-like	LOC107373999	Slc9b1
XP_015797632.1	cytochrome P450 4V2	LOC107374000	Cyp4v3
XP_015797632.1	cytochrome P450 4V2	LOC107374000	Gm45753
XP_015797636.1	cilia- and flagella-associated protein 20 isoform X1	cfap20	Cfap20
XP_015797637.1	cilia- and flagella-associated protein 20 isoform X2	cfap20	Cfap20
XP_015797638.1	melanoma antigen recognized by T-cells 1	mlana	Mlana
XP_015797644.1	probable tRNA pseudouridine synthase 1	LOC107374012	Trub1
XP_015797646.1	serine palmitoyltransferase small subunit A	sptssa	Sptssa
XP_015797646.1	serine palmitoyltransferase small subunit A	sptssa	Gm6993
XP_015797647.1	E2F-associated phosphoprotein	eapp	Eapp
XP_015797648.1	egl nine homolog 3	egln3	Egln3
XP_015797649.1	calmin-like isoform X1	LOC107374020	Clmn
XP_015797652.1	E3 ubiquitin-protein ligase UHRF2	uhrf2	Uhrf2
XP_015797654.1	insulin gene enhancer protein ISL-1	LOC107374027	Isl1
XP_015797657.1	dimethylaniline monooxygenase [N-oxide-forming] 5-like	LOC107374031	Fmo4
XP_015797659.1	LOW QUALITY PROTEIN: ornithine decarboxylase antizyme 2-like	LOC107374032	Oaz2
XP_015797659.1	LOW QUALITY PROTEIN: ornithine decarboxylase antizyme 2-like	LOC107374032	Oaz1
XP_015797659.1	LOW QUALITY PROTEIN: ornithine decarboxylase antizyme 2-like	LOC107374032	Oaz3
XP_015797662.1	cytidine monophosphate-N-acetylneuraminic acid hydroxylase-like isoform X1	LOC107374035	Cmah
XP_015797666.1	phosphatidylinositol 3-kinase regulatory subunit gamma-like isoform X1	LOC107374040	Pik3r3
XP_015797668.1	protein downstream neighbor of Son isoform X1	donson	Donson
XP_015797669.1	protein downstream neighbor of Son isoform X2	donson	Donson
XP_015797670.1	endoplasmic reticulum metallopeptidase 1	ermp1	Ermp1
XP_015797671.1	protein downstream neighbor of Son isoform X3	donson	Donson
XP_015797671.1	protein downstream neighbor of Son isoform X3	donson	Atp5o
XP_015797681.1	RAB6A-GEF complex partner protein 1 isoform X2	ric1	Ric1
XP_015797682.1	methionyl-tRNA formyltransferase, mitochondrial isoform X1	mtfmt	Mtfmt
XP_015797686.1	sushi domain-containing protein 6-like	LOC107374059	Susd6
XP_015797687.1	sodium/bile acid cotransporter-like	LOC107374060	Slc10a1
XP_015797688.1	serine/arginine-rich splicing factor 5-like	LOC107374061	Srsf5
XP_015797690.1	RAB6A-GEF complex partner protein 1 isoform X3	ric1	Ric1
XP_015797700.1	ATP-dependent DNA helicase PIF1 isoform X1	pif1	Pif1
XP_015797702.1	5-methylcytosine rRNA methyltransferase NSUN4	nsun4	Nsun4
XP_015797703.1	MAGUK p55 subfamily member 6-like isoform X1	LOC107374067	Pals2
XP_015797704.1	tyrosine-protein kinase ABL1 isoform X1	abl1	Abl1
XP_015797708.1	non-syndromic hearing impairment protein 5-like	LOC107374068	Gsdme
XP_015797710.1	tyrosine-protein kinase ABL1 isoform X2	abl1	Abl1
XP_015797712.1	interferon-induced transmembrane protein 5-like	LOC107374072	Ifitm6
XP_015797712.1	interferon-induced transmembrane protein 5-like	LOC107374072	Ifitm1
XP_015797712.1	interferon-induced transmembrane protein 5-like	LOC107374072	Ifitm2
XP_015797712.1	interferon-induced transmembrane protein 5-like	LOC107374072	Ifitm10
XP_015797712.1	interferon-induced transmembrane protein 5-like	LOC107374072	Ifitm7
XP_015797712.1	interferon-induced transmembrane protein 5-like	LOC107374072	Ifitm3
XP_015797712.1	interferon-induced transmembrane protein 5-like	LOC107374072	Ifitm5
XP_015797712.1	interferon-induced transmembrane protein 5-like	LOC107374072	Gm45717
XP_015797716.1	RNA-binding protein 10-like isoform X1	LOC107374076	Rbm6
XP_015797719.1	transketolase-like	LOC107374077	Tktl2
XP_015797719.1	transketolase-like	LOC107374077	Tktl1
XP_015797720.1	LOW QUALITY PROTEIN: leucine-rich repeat-containing protein 23	lrrc23	Lrrc23
XP_015797722.1	polycystin-2	pkd2	Pkd2
XP_015797722.1	polycystin-2	pkd2	Pkd2l2
XP_015797723.1	exosome complex component RRP4	exosc2	Exosc2
XP_015797724.1	ATP-binding cassette sub-family G member 2-like	LOC107374082	Abcg2
